11,เขื่อนแม่งัดสมบูรณ์ชล,เพื่อช่วยบรรเทาปัญหาอุทกภัยในพื้นที่จังหวัดเชียงใหม่ และช่วยเหลือพื้นที่เพาะปลูกในเขตโครงการด้านท้ายอ่างเก็บน้ำ,"เขื่อนแม่งัดสมบูรณ์ชลเป็นเขื่อนดิน เกิดขึ้นจากพระราชดำริของพระบาทสมเด็จพระบรมชนกาธิเบศร มหาภูมิพลอดุลยเดชมหาราช บรมนาถบพิตร เพื่อช่วยบรรเทาปัญหาอุทกภัยในพื้นที่จังหวัดเชียงใหม่ และช่วยเหลือพื้นที่เพาะปลูกในเขตโครงการด้านท้ายอ่างเก็บน้ำ รวมทั้งส่งน้ำสนับสนุนให้กับโครงการชลประทานแม่แฝก โครงการชลประทานแม่ปิงเก่า และฝายราษฎรตามลำน้ำแม่ปิงที่มีอยู่จำนวนมากได้ตลอดทั้งปี นอกจากนี้ ยังอำนวยประโยชน์ในการผลิตไฟฟ้าพลังน้ำ เป็นแหล่งประมง และการท่องเที่ยวที่สำคัญของจังหวัดอีกด้วย
สำหรับโครงการเพิ่มปริมาณน้ำในอ่างเก็บน้ำเขื่อนแม่กวงอุดมธารา ประกอบด้วย ๓ ส่วน คือ
๑) อุโมงค์ส่งน้ำช่วงแม่แตง – แม่งัด โดยก่อสร้างอุโมงค์ส่งน้ำจากลำน้ำแม่แตงมายังอ่างเก็บน้ำเขื่อนแม่งัดสมบูรณ์ชล  
๒) อุโมงค์ส่งน้ำช่วงแม่งัด – แม่กวง โดยก่อสร้างอุโมงค์ส่งน้ำเชื่อมต่อระหว่างเขื่อนแม่งัดสมบูรณ์ชลและอ่างเก็บน้ำเขื่อนแม่กวงอุดมธารา
๓) ระบบท่อส่งน้ำแม่งัด – แม่แตง ซึ่งเป็นการวางท่อส่งน้ำ โดยแรงโน้มถ่วงจากอ่างเก็บน้ำเขื่อนแม่งัดสมบูรณ์ชล มายังคลองสายใหญ่ฝั่งขวาของโครงการส่งน้ำและบำรุงรักษาแม่แตง 
เมื่อดำเนินการเสร็จแล้วจะแก้ไขปัญหาการขาดแคลนน้ำในพื้นที่ลุ่มน้ำแม่กวงอุดมธารา ซึ่งมีพื้นที่ใช้น้ำกว่า ๑๗๕,๐๐๐ ไร่ และสามารถปรับสมดุลน้ำทั้ง ๓ แหล่งน้ำเข้าด้วยกัน
ขอบคุณข้อมูลและภาพจาก สำนักงาน กปร.",ต.ช่อแล อ.แม่แตง จ.เชียงใหม่,#เขื่อนแม่งัดสมบูรณ์ชล
12,โครงการพัฒนาพื้นที่บริเวณหนองอึ่ง,เพื่อแก้ปัญหาให้กับราษฎร จ.ยโสธรจำนวน ๗ หมู่บ้านได้อย่างบูรณาการ ครอบคลุม ตั้งแต่การพัฒนาแหล่งน้ำ การฟื้นฟูปรับปรุงดิน การบรรเทาอุทกภัย การเพิ่มผลผลิตและรายได้,"โครงการพัฒนาพื้นที่บริเวณหนองอึ่ง อันเนื่องมาจากพระราชดำริ เป็นโครงการที่สามารถแก้ปัญหาให้กับราษฎร จ.ยโสธรจำนวน ๗ หมู่บ้านได้อย่างบูรณาการ ครอบคลุม ตั้งแต่การพัฒนาแหล่งน้ำ การฟื้นฟูปรับปรุงดิน การบรรเทาอุทกภัย การเพิ่มผลผลิตและรายได้ การสร้างอาชีพใหม่ รวมทั้งการฟื้นฟูอนุรักษ์ป่าและทรัพยากรธรรมชาติ
โครงการนี้ เริ่มต้นขึ้นจากการเสด็จพระราชดำเนินของพระบรมราชชนนีพันปีหลวง พร้อมด้วยพระบาทสมเด็จพระวชิรเกล้าเจ้าอยู่หัว ขณะทรงดำรงพระอิสริยยศสมเด็จพระบรมโอรสาธิราชฯ สยามมกุฎราชกุมาร ไปทรงเยี่ยมราษฎรบ้านคำน้ำสร้าง ตำบลค้อเหนือ อำเภอเมืองยโสธร จังหวัดยโสธร เมื่อวันที่ ๒๘ พฤศจิกายน ๒๕๔๓ ซึ่งได้รับผลกระทบ จากน้ำท่วม ในการนี้ สมเด็จพระบรมราชชนนีพันปีหลวง ได้พระราชทานพระราชดำริให้หน่วยงาน ราชการต่าง ๆ พิจารณาช่วยเหลือเรื่องปากท้องของราษฎร ในพื้นที่ซึ่งเป็นหมู่บ้านยากจน
“ราษฎรได้รับความรู้เพิ่มเติม และการสนับสนุนปัจจัยผลิตพื้นฐานด้านการประกอบอาชีพ มีการถ่ายทอดองค์ความรู้ด้านการจัดการทรัพยากรธรรมชาติไปสู่ประชาชน เพื่อช่วยเสริมสร้างความเข้มแข็งของเครือข่ายด้านการอนุรักษ์และการบริหารจัดการทรัพยากรธรรมชาติ”
ขอบคุณข้อมูลจาก หนังสือเฉลิมพระเกียรติฯ รัชกาลที่ ๑๐",ตำบลค้อเหนือ อำเภอเมือง จังหวัดยโสธร ,#โครงการพัฒนาพื้นที่บริเวณหนองอึ่ง
13,โครงการจัดหาน้ำบาดาลขนาดใหญ่แก้ปัญหาภัยแล้ง,เพื่อแก้ไขปัญหาการขาดแคลนน้ำ ประชาชนมีน้ำใช้สอยในช่วงภาวะขาดแคลน,"น้ำพระทัยสู่ใจราษฎร โครงการจัดหาน้ำบาดาลขนาดใหญ่แก้ปัญหาภัยแล้ง
จากพระปฐมบรมราชโองการ “เราจะสืบสาน รักษา และต่อยอด และครองแผ่นดินโดยธรรม เพื่อประโยชน์สุขแห่งอาณาราษฎรตลอดไป” พระบาทสมเด็จพระเจ้าอยู่หัวทรงมีความมุ่งมั่นในในการทรงงานเพื่อจะสืบสาน รักษา และต่อยอด โครงการอันเนื่องมาจากพระราชดำริ และแนวพระราชดำริต่าง ๆ ของพระบาทสมเด็จพระบรมชนกาธิเบศร มหาภูมิพล อดุลยเดชมหาราช บรมราชบพิตร
และเพื่อสืบสานพระราชปณิธานและแก้ไขปัญหาความเดือดร้อนของราษฎรทุกหมู่เหล่า จึงทรงพระกรุณาโปรดเกล้าโปรดกระหม่อมรับ “โครงการจัดหาน้ำบาดาลขนาดใหญ่แก้ปัญหาภัยแล้ง” ของกรมทรัพยากรน้ำบาดาล กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม จำนวน 15 โครงการ ครอบคลุม 11 จังหวัด ไว้เป็นโครงการอันเนื่องมาจากพระราชดำริ เพื่อบรรเทาความเดือดร้อนแก่ราษฎรจากภาวะวิกฤติภัยแล้ง ประกอบด้วย
1.พื้นที่ ต.หนองฝ้าย อ.เลาขวัญ จ.กาญจนบุรี
2.พื้นที่ ต.ดงเค็ง อ.หนองสองห้อง จ.ขอนแก่น
3.พื้นที่ ต.ห้วยกระเจา อ.ห้วยกระเจา จ.กาญจนบุรี (จุดที่ 1)
4.พื้นที่ ต.ห้วยกระเจา อ.ห้วยกระเจา จ.กาญจนบุรี (จุดที่ 2)
5.พื้นที่ ต.ด่านทับตะโก อ.จอมบึง จ.ราชบุรี
6.พื้นที่ ต.บางแก้ว อ.เมืองฉะเชิงเทรา จ.ฉะเชิงเทรา
7.พื้นที่ ต.หนองงูเหลือม อ.เมืองนครปฐม จ.นครปฐม
8.พื้นที่ ต.โพรงอากาศ อ.บางน้ำเปรี้ยว จ.ฉะเชิงเทรา
9.พื้นที่ ต.พยุห์ อ.พยุห์ จ.ศรีสะเกษ
10.พื้นที่ ต.นามะเขือ อ.ปลาปาก จ.นครพนม
11.พื้นที่ ต.โพธิ์ตาก และต.นาทราย อ.เมืองนครพนม จ.นครพนม
12.พื้นที่ ต.สายนาวัง อ.นาคู จ.กาฬสินธุ์
13.พื้นที่ ต.ก้อ อ.ลี้ จ.ลำพูน
14.พื้นที่ ต.บ้านกลาง อ.สันป่าตอง จ.เชียงใหม่
15.พื้นที่ ต.เกาะนางคำ อ.ปากพะยูน จ.พัทลุง
พื้นที่ทั้ง 15 นี้ ได้ถูกแก้ไขปัญหาการขาดแคลนน้ำ ประชาชนมีน้ำใช้สอยในช่วงภาวะขาดแคลน นี่คือน้ำพระทัยของสมเด็จพระเจ้าอยู่หัวที่ทรงห่วงใยประชาชนและบำบัดทุกข์บำรุงสุขต่อคนไทยทุกคน
ขอขอบคุณข้อมูลจาก : https://www.thairath.co.th/news/local/2088521",ทั่วประเทศ,#โครงการจัดหาน้ำบาดาลขนาดใหญ่แก้ปัญหาภัยแล้ง
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
